screen_name,created_at,text
raymiyatake,2020-01-15T16:04:04Z,安倍内閣に対して違憲訴訟が提起される！「４分の１以上の議員がモリカケ臨時国会の召集を要求したのに逃げたのは憲法５３条違反」 https://t.co/wnZLREsObH raymiyatakeさんから
ck882538,2020-01-16T02:18:52Z,"安倍晋三らに飼い慣らされた官僚の公文書改ざん、隠蔽は、
処罰なし栄転の異常‼️

https://t.co/T3IyhX6bTE"
ck882538,2020-01-15T22:34:32Z,"人員整理に積極的な企業は？早期退職者数ランキング2019・ワースト10（ダイヤモンド・オンライン） https://t.co/szVgVT8YzY
非正規化、早期退職、出向等で労務費削減しか存続できない企業続出❗

これでも景気回復と嘯く安倍政権❗

消費税増税は大企業減税に❗

社会保障費用削減の嵐で、格差拡大❗"
ck882538,2020-01-15T14:01:05Z,"1日30円で生活の苦学生、障害ある弟を残し死去　中国（BBC News） https://t.co/SN7Kx1Rq1Q
日本も貧富の差が拡大し、病院にも行けず、生活費にも困り、亡くなる国民が増えている❗
政治の姿が安倍政権になって、ドンドン変質した❗
国民の意識も、助け合う意識が消えている❗

今、政治を変えよう❗"
5kdLMy15EmShVqa,2020-01-16T02:18:49Z,@KadotaRyusho 安倍政権反対でも結構ですが、日本の国益になる事をしてくれればいい。
roukoroshiya_k,2020-01-16T02:18:44Z,政治は結果責任だ！今のところ安倍総理の外交手段に勝る政治家は居ない！国内問題は勿論、国民が生活を掛けて査定する！問題はこの節操のない世界情勢の中、日本丸をどう航行させるか？その舵取りが難しい！反日野党の様な存在にこの日本丸の舵を取らせるわけにはいかない！
todochanz,2020-01-16T02:18:42Z,ゴーン被告の処遇改善「何度も安倍首相に伝えた」…仏大統領 : 国際 : ニュース : 読売新聞オンライン https://t.co/jByhW7Lf2K
hisa1123,2020-01-16T02:18:36Z,安倍首相に改善要請「何度も」　ゴーン被告処遇めぐり―仏大統領：時事ドットコム https://t.co/OYp9HQyl8U
ph_d_,2020-01-16T00:48:36Z,特に安倍首相が取り戻したいものが何か知りたい人。 戦前を考察している一章の途中あたりで、現代と酷似しているさまが見えたあたりで、寒気が走った。
ph_d_,2020-01-16T02:18:34Z,この人は、 ・安倍首相がスカウトして比例名簿一位に押し込んだ議員。 というところが一番のポイント。何らかの意図があっての、一連の発言であると考えておいた方が良い。 バックに安倍首相がいるんだから。
momiji_mei,2020-01-16T02:18:30Z,"@futaro08689983 @IkedaKiyohiko 安倍氏は支持しません。

しかし、こんな下品なデモはもっと支持しない。基本は愛国。思想の左右以前に愛国がないから、こういうデモになる。反日は許し難い。"
sxAnTy2SQ3SsZ0N,2020-01-16T02:18:22Z,習近平国家主席の国賓を大歓迎致します❗安倍晋三を最後まで応援しています❗頑張れ安倍総理❗❗❗ https://t.co/keiCSZ7zbN
yumi_yutaka,2020-01-16T02:18:11Z,"付ければ良いし、その事を誰かの顔色を気にしながらする必要もないと思うので、例え安倍晋三の桜を見る会の招待者名簿が公開されないからと言って、不当に人権を貶める発言をすべきではないと思った。
同様に、安倍晋三の悪行や自民党公明党の現政権を批判するために、他国（北朝鮮や中国等）　→を"
kororoko1,2020-01-16T02:18:06Z,"kororoko1のblog : 「山口敬之強姦逮捕潰し」中村格氏が警察庁次長に出世！全世界からの疑念や批判もお構いなし！「安倍の忠犬」を警察組織の事実上のナンバー2に！
https://t.co/zsUp1EIlg8"
kororoko1,2020-01-16T02:06:57Z,"kororoko1のblog : 山口敬之逮捕を握り潰した中村格が警察庁ナンバー2に！『報ステ』に圧力、安倍秘書の息子の喧嘩にまで介入した“官邸の忠犬”
https://t.co/K8wq87HQSa"
a_s_i_m1,2020-01-16T02:18:02Z,ジム・ロジャーズ「安倍首相の経済政策もほぼすべてが間違い」その理由は？ https://t.co/Of8CDvHHCg
nK862daLJCAEphV,2020-01-16T02:18:01Z,@Sankei_news みんないつ迄寝てるのかな？やり放題の安倍アホを退場させないとダメだよ！
sukiru_ql,2020-01-16T02:17:57Z,安倍首相に何度も改善要請　仏大統領、ゴーン被告巡り | 2020/1/16 - 共同通信 https://t.co/ols8yC6Pd5
mad_painter,2020-01-16T02:17:36Z,@5eloNR0 反安倍であればヨシという是々非々じゃないですカー🤐
IG3MeS2JhMq5hy1,2020-01-16T02:17:35Z,"@livedoornews ツイッターさん

今日は私のリプライを削除しないんですねw

いつもなら数分で削除するのに珍しいですね。

たったの1時間でインプレッションが凄いことに。

あと、変なのが沸いてきたが、こいつらは安倍政権お抱えのネット工作員 or カルト信者👇
https://t.co/rUn4LrYxvC

もしくわ、ただの馬鹿w https://t.co/ClmV2bNnbL"
ii316768721,2020-01-16T02:17:32Z,"韓国人「NoJapanではない、No, Abeだ！」
安倍首相「WelcomeAbeではない、WelcomeJapanです」

品位の差、民度の差というのがこういう事を言います。 https://t.co/ikcG5jhXru"
FyCrrghWWKgOQED,2020-01-16T02:17:16Z,@syouwaoyaji 安倍晋三は在日対米隷属野郎なのにねぇ。
NoboruOyaji,2020-01-16T02:17:09Z,"@May_Roma 育休の是非は感心薄いのだが、俳優の兄同様、容姿端麗だけど、言葉が軽い・中身が薄い。 
これは正に、みんなの嫌いなアベちゃんが、狡猾にバラして次期自民党総裁・総理大臣候補から引き摺り降ろす策略か？
と思えるくらい、おバカすぎて…
笑いのネタにしかならん。
┐(´д｀)┌"
kitakazekurumi,2020-01-16T02:17:07Z,"今度は
「PCB除染利権」ですか。

①どうする？とマスコミが騒ぐ
②国が乗り出す【利権】
③特定業者が対応【利権】
④特定地域に仮置き【利権】
⑤放置
⑥安全基準以下として全国の建設地に配る

放射性物質の「除染」と同じ構造。
「安倍晋三最後のボロ儲け」
かな。

#PCB"
kitakazekurumi,2020-01-15T17:29:46Z,"民主党の「桜を見る会」の名簿に関しては
『開催されてもいない年の』
2011年2012年の
名簿の処分さえ
「適正でなかった」
と問題にするのに

自分達の過去７年の実施名簿は破棄して見せない安倍晋三と菅官房長官。 https://t.co/LKErhKfqx4"
happydayssmaile,2020-01-15T20:35:35Z,"@aVuhO1C6fvZoA0L 規定以上の報酬に関して「ウグイス嬢からの要求で払ってしまった」との調書を参考人調書で認めるよう、検察から迫られたとの報道もあります

これが事実だとすればこれだけでも大きな問題
検察はやはりアベを守ることに全力を尽くしている
そもそも今更、事務所を捜査しても書類は全て捨てられている"
happydayssmaile,2020-01-15T20:40:26Z,"@issuikai_jp 何の国家像も示さない中で、ひたすらトランプの顔色を伺いつつ兵器を爆買い
米国企業と商社を儲けさすための配備以外の何物でもなく国民から預かった莫大な税金をドブに捨てている
売国奴のアベに鉄槌を"
happydayssmaile,2020-01-15T21:04:05Z,"@futaminobuaki @kokatu1 河井夫婦は野党にとって鴨ネギ
攻撃材料満載の今国会の開会が楽しみです
桜が咲くまでに、いや梅の開花までに糞アベを降ろしましょう"
happydayssmaile,2020-01-16T02:17:05Z,"@aVuhO1C6fvZoA0L そのとおり‼️
国会が始まり65歳児アベは集中砲火を浴びることになるでしょう
ビェーンと泣き出して下痢を繰り返すでしょうが今回こそ容赦なく、遅くとも桜が咲くまでに皆でアベを辞めさせましょう"
Wake_Reicho,2020-01-16T02:16:41Z,"中曽根康弘の死去後、共産主義の中曽根を師と仰ぐ、安倍総理は即座に勲章授与を決定した。

https://t.co/YK9yaLOcVz"
Wake_Reicho,2020-01-16T02:13:02Z,"この時、中曽根は先帝陛下を睨み付けながら「平成で皇室を終焉させてやる」と誓っていたのではないか。
その後三十年の時を経て、自身の劣化版コピーの安倍晋三をせしめて、先帝陛下を強制退位に追い込んだ。
安倍内閣により習わしを完全に無視し挙行された大嘗祭を見届けほくそ笑み逝ったことだろう。 https://t.co/aWfgG3vZT3"
yozakura8364,2020-01-16T02:16:24Z,"【小西ひろゆき】
おいおい、無能が無責任に批判してやがる。外交わからんくせにしゃしゃり出るな。

〉安倍総理の中東外交に、小西議員「これほど無責任で無能な外交はあり得ない。総理が努力すべきはイランと米国・サウジの仲裁」 https://t.co/lxA91PvKKy @sharenewsjapan1から"
gonta0122_2,2020-01-16T02:16:16Z,"これ、マクロン大統領はほかのフランス人が拘留されている案件でも安倍首相に懸念を伝えているのかな？それともゴーン氏の件だけ？

仏大統領、ゴーン被告勾留条件「安倍首相に不満伝えた」：日本経済新聞 https://t.co/q6O7k4MaKV"
tohoku_rinajo_1,2020-01-16T02:16:15Z,"一旦、ノルウェーかフィンランドに移住しましょう。
高福祉を得たいのならば。
今の安倍政権下では、そのようなお金捻出するのも難しいか。
詰まるところは、安倍政権を倒すしかないんですね。
生活するのに、政治が切り離せない一例。 https://t.co/HsOzF9DEDU"
HS0151876079,2020-01-16T02:16:11Z,"@Japangard もしかすれば二階君の仕業かも！
他にも自民党内の反安倍や引きずり下ろしたい勢力が、原因ではないかと推測しています！

私も国賓の件で、官邸へメールはしました。
採用されてほしいです。"
jun_sky_ro_ri_,2020-01-16T02:16:05Z,@hong2010kong 小西議員は安倍総理の悪口だけで生活してますね。
uresy1st,2020-01-15T21:31:05Z,"安倍首相「躊躇ない」が発端 通常国会“冒頭解散説”再浮上 
下落が止まらなかった支持率が回復基調にあるからでしょう。
共同通信の世論調査では６ポイントも上がった。
https://t.co/yYIKbMKWx5 #日刊ゲンダイDIGITAL"
uresy1st,2020-01-15T21:44:51Z,"@taniguchikazuk2 「勝てる！」と思って安倍は、冒頭解散を目論んでいるらしい。
出鼻を挫く為にも、福山氏に勝利していただきたい。"
uresy1st,2020-01-15T21:59:37Z,"@lovelovesarah 米国側のカジノの企業はいいよね。
お金をばら撒かなくとも、トランプ経由で安倍を恫喝すれば良いんだもの。"
uresy1st,2020-01-16T02:16:05Z,"@Narodovlastiye 一所懸命に忠義を尽くしているのに、ガースーのこの仕打ち。
もう安倍政権を庇うことなく、本当のことをゲロっても良いんだよ、官僚の皆さん。"
dartssince0822,2020-01-16T02:15:50Z,最近一日に何回かはシングルスで100アベ出るようになったし130以上も打てるようになってきたからめっちゃ上手くなってきてる٩(๑^o^๑)۶
MINNAEIYU,2020-01-16T02:15:48Z,"なんでカルロス・ゴーンの時だけ懸念を伝えるのだ。
他のフランス国民が捕まっていても懸念を伝えるべきだろう。
金持に擦り寄る権力者は、ダメでしょ。

仏大統領「安倍首相に懸念伝えた」、ゴーン被告の勾留状況巡り #BLOGOS https://t.co/2EWvJcNlv4"
kumebos,2020-01-16T02:15:46Z,「安倍氏は最悪」「日本の姿勢を象徴」米紙誌が安倍氏の“障害者言及”を批判「桜を見る会」名簿廃棄問題（飯塚真紀子） - Yahoo!ニュース https://t.co/M0L4Lgtsd2 by @makiko_iizuka #桜を見る会
atravelcalled,2020-01-16T02:15:43Z,"ジム・ロジャーズ「安倍首相の経済政策もほぼすべてが間違い」その理由は？
自民党内で安倍総裁の4選を容認する意見があると聞くが、一刻も早く辞任すべきだと思う https://t.co/zAbRX910ii"
daottisha3580,2020-01-16T02:15:36Z,@SCJ13386333 夢は安倍さんからリプ！
product1954,2020-01-16T02:15:16Z,"仏大統領「安倍首相に何度も改善要請した」ゴーン被告の勾留めぐり

マクロン大統領から何度も要請を受け、安倍首相もつい「日産の社内で片づけてほしかった」と本音を漏らしたんだろうな。日産の地元横浜のドン・菅官房長官の指示で？国策捜査に動いた検察を横目で眺めつつ。
https://t.co/kOi76EQWg9"
_______Nope_,2020-01-16T02:15:16Z,"ちゃうねん
１回安倍首相中東行くの中止とか言ってたけど結局自分の足で行ってやってくれたやん
(たぶん野党とかからも言われて行ったんかもしれんけど)
結局やってくれる人を信頼するんよ(横領とかの問題を除く)
今の国会見ると野党がなんかやってくれそうって気はしないけどね"
hikawabito,2020-01-16T02:15:14Z,「桜を見る会」をめぐり国に財産上の損害を与えたとして、背任容疑で安倍首相に対する告発状を東京地検に提出したのだ。いよいよ捜査が動きだし、政府が「廃棄した」と言い張っている招待者名簿が表に出てくるかもしれない。 https://t.co/rU3N1kTt9w
hikawabito,2020-01-16T02:14:48Z,安倍首相を告発「桜を見る会」疑惑 捜査開始で官邸窮地か https://t.co/iD87EWIR9B #日刊ゲンダイDIGITAL
5ch_news_blog,2020-01-15T22:45:09Z,【※過去記事※】 安倍首相、TOKIOとピザ店で会食ｗｗｗｗｗｗｗｗ https://t.co/OjL0CLCae2 #tokio #トキオ #ピザ #会食 #安倍晋三 #安倍総理 #安倍首相
5ch_news_blog,2020-01-16T02:15:12Z,【※過去記事※】 OECD「安倍政権の見通しは話にならない！日本の消費税20～26％は必要だ！」 https://t.co/6dhBMqEJ9m #oecd #安倍政権 #安倍晋三 #安倍総理 #日本 #消費税
YOL_world,2020-01-16T02:15:10Z,"ゴーン被告の処遇改善「何度も安倍首相に伝えた」…仏大統領
https://t.co/GdvrB0MX58
#国際"
kzooooo,2020-01-15T23:25:28Z,@yunoki_m @yukiyuta69 犯罪者がのさばる安倍自民党！(ﾟДﾟ)ｺﾞﾙｧ!!
kzooooo,2020-01-16T02:15:09Z,"安倍夫妻もな!!!!!!!!!!!!!!!!!!!!(# ﾟДﾟ)

河井夫妻に「議員辞職するべき」 疑惑説明なく、有権者に怒り https://t.co/q4EvtSv7hc"
HeartbeatsTyoJp,2020-01-16T02:15:06Z,「戦争に加担するな」「改憲を止める」　新宿で安倍首相退陣求めるデモ - 毎日新聞 https://t.co/RhgqygFem2
Yomiuri_Online,2020-01-16T02:15:03Z,"ゴーン被告の処遇改善「何度も安倍首相に伝えた」…仏大統領
https://t.co/gCf2uGGrPo
#国際"
kanako_c3,2020-01-16T02:14:52Z,"といって、じゃあ安倍政権がまともかというと、そうは言い切れない。
結局、担当能力云々というより、ほとんど博打。"
countrytaste,2020-01-16T02:14:38Z,仏大統領がゴーン被告を巡り安倍首相に改善要請「何度も伝えていた」 #ldnews https://t.co/fR0bOl3mCi
xxxx61705380,2020-01-16T02:14:37Z,"トランプも安倍も10円やるからこの世からさっさと消えろ(ﾉ･ω･)ﾉ ⌒ ⑩

https://t.co/qU6lAc9Mor"
KillerKorea,2020-01-16T02:14:35Z,"私は安倍晋三ではありません。吉田忠智でも山本太郎でも志位和夫でもありません。

#石破茂"
KillerKorea,2020-01-15T22:44:31Z,"安倍総理頑張れ！

#枝野立つ"
flatroad,2020-01-16T02:14:34Z,"安倍首相を告発「桜を見る会」疑惑 捜査開始で官邸窮地か https://t.co/aLhJFbus2Q #日刊ゲンダイDIGITAL
検察にやる気があるかどうかが問題だよね"
OM5pndBkIwmnFgG,2020-01-16T02:14:27Z,@nogutiya 公明党が、今だけ、銭だけ、自分だけの安倍信者に溶けないでください。
OM5pndBkIwmnFgG,2020-01-16T00:35:11Z,@toubennbenn 安倍さんと一緒に日本を十分変えられました。銭だけ今だけ自分だけ
GunmaYakiman,2020-01-16T02:14:21Z,"@KadotaRyusho 本当に国民の為に、与党の数の力で横暴なやり方に反対する為に勢力を結集するのなら、吸収合併だのなんだのイチャモン付けずに一緒にまとまればいいのに…

それすら、できない…

こんな体たらくな野党だと、安倍政権は次の選挙で消費税増税で景気が悪化していても勝てちゃうのでは？と思うわ"
1125monaca,2020-01-15T12:13:44Z,"@miyamototooru @pNGgeK89YDt6xrs 安倍政権も、もちろん問題ですが、
官僚にもケツの毛抜く勢いでガツガツ責任取らせるべきですよ。
今の官僚は、何しようが安倍政権のタメになってれば、責任取らなくていいし、上手くいけば出世できると思ってます。
その考えを木っ端微塵にする必要があります。"
1125monaca,2020-01-16T02:14:08Z,"慰安婦問題だと、
韓国政府に司法判断なんとかせい、 
と言うくせに、
ゴーン問題だと、司法に政治は介入しないと言うご都合主義の二枚舌（笑）

安倍首相に何度も改善要請　仏大統領、ゴーン被告巡り https://t.co/dTxOBmSBoq #スマートニュース"
1125monaca,2020-01-16T01:39:18Z,"@lynn57008569 @na0ya_0O8 働かない富裕層を支えているのが、
安倍政権の
株に対する安い税金設定と、
日銀とGPIFにやらせてる東証株価の下支えです。
金持ちがさらに金持ちになっても消費は増えません。
安倍政権は、優遇しなければならない所得層の判断が間違ってます。"
AsukarenDenchan,2020-01-16T02:14:02Z,@milkkoucya さすが安倍総理！ https://t.co/zIGEy2SRSS
fresh_yuiyui,2020-01-16T02:13:59Z,"安倍総理が橋下さんみたいな事言い出したら
「ちょっと待て！もっとよく話し合おう！！」
となって当然だがいまの彼は言論人兼弁護士でしかないからね。

「対案が出ないなら俺の案で決定ね」とはならんので安心せい。"
araragi_maimai,2020-01-16T02:13:36Z,@hyakutanaoki 安倍首相は信念のある政治家で支持してるが習近平国賓待遇をすれば中国にも周りの圧力にも屈した事になる。自民党の犯した大きな過ちを繰り返す事になる。国賓待遇で尖閣諸島の侵犯をやめさせ不当逮捕の邦人を帰国させチベット、ウイグル、香港を解放出来るのか？出来る訳ない！ならば歴史の汚点になる
araragi_maimai,2020-01-15T17:49:20Z,安倍政権の中東、韓国外交は正しい。が！中国外交は完全に間違っている！中国経済に伸びしろはもう無い！アメリカをはじめ主要国の中国締め付けはこれから本格化する。しかし日本では経団連、利権まみれの親中議員の力が強く友好路線…この目先だけの友好路線は必ず裏切られるし失敗する。歴史を学べ🤬 https://t.co/c0IPDr9GDf
_mizue,2020-01-16T02:13:34Z,官房長官の定例会見で「その事についてはお答えしない」とか言ったらおかしいでしょ。だって独裁者じゃないんだから国民の質問にはちゃんと答えなきゃダメじゃん！誰に選ばれたと思ってるのかアベ政権の勘違いが酷過ぎる😑
KAWAZOI,2020-01-16T02:13:24Z,安倍晋三は弾劾裁判とかないの？制度として
netooya1905,2020-01-16T02:13:17Z,国民に見放された安倍首相の誤算と墓穴 https://t.co/50A6dxArZY … https://t.co/5L31GPKKeZ
Kishi14168973,2020-01-16T02:12:35Z,安倍首相を告発「桜を見る会」疑惑 捜査開始で官邸窮地か https://t.co/RfE9uiutmx #日刊ゲンダイDIGITAL
Kishi14168973,2020-01-16T02:13:13Z,安倍首相「躊躇ない」が発端 通常国会“冒頭解散説”再浮上 https://t.co/VQar95lk01 #日刊ゲンダイDIGITAL
rook0081,2020-01-16T02:13:12Z,「フランスのマクロン大統領が、ゴーン被告の勾留条件について安倍首相に不満を伝えていた。国際的な日本の司法批判に、仏大統領もある程度賛同しました。」をトゥギャりました。 https://t.co/oJOeGkjOmU
rook0081,2020-01-16T02:11:25Z,"仏大統領「安倍首相に懸念伝えた」、ゴーン被告の勾留状況巡り - ロイター
https://t.co/IorauU1rPG

&gt; マクロン氏は記者団に対し「ゴーン氏の勾留と取り調べの状況が申し分ないとは言えない旨を何度か安倍首相に伝えた」と語った。 https://t.co/l8eMQECPQI"
dragonflytokyo,2020-01-16T02:13:12Z,河合案里議員が公選法違反の嫌疑にさらされている。このような人がなぜ参議院議員になれたのか。責任は安倍首相と菅官房長官にある。選挙時の新聞報道を見れば、二人がいかに河合支持に狂奔していたかよくわかる。恥を知れといいたい。自民支持者ではないが。
aHYDQ6IvOWFoR08,2020-01-16T02:13:07Z,"東京五輪スタメン
フォーメーション　4.2.3.1
　　　　　　大迫★

　　安倍　　三好　　久保
　　　　
　　　　中山　　斎藤
　
　相馬　　　　　　　　菅原
　　　　  板倉    冨安

　　　　　　大迫"
dokudamicl60,2020-01-16T02:12:58Z,"仏大統領「安倍首相に懸念伝えた」、ゴーン被告の勾留状況巡り 
https://t.co/CngJXQFlX4
ロイター、うるさい"
for_machida,2020-01-16T02:12:46Z,"@HANA17zzz 自民党が政権から降りろとは言っていないと思いますが。担う力を持つ政治家とは？
後継者も育てようとしなかったからいないのでしょう？
少なくとも安倍・麻生体制にはうんざりです。"
nippyo_ogiwara,2020-01-16T02:12:31Z,"ジャーナリストの #江川紹子 さん「文書を残すという発想がない人物は首相になってはいけない」と #安倍首相 を厳しく批判。「#桜を見る会」をめぐる安倍首相の姿勢について。

「桜を見る会」考：「文書を残す発想がない人物は首相になるべきでない」江川紹子さん - 毎日新聞 https://t.co/ZtuCMPWRzI"
takuhitorigoto,2020-01-16T02:10:06Z,"散歩コースの途中に貼ってある安倍ちゃんの「日本を切り開く」ポスター。
やはり本心というのは滲み出てくるのだなと、通るたびにしみじみ思う今日この頃。"
takuhitorigoto,2020-01-16T02:12:31Z,野党は次は選挙では「あの悪夢のような安倍政権に戻りたいんですか」というのはどうだろう。
Osam_U,2020-01-16T01:30:44Z,"@seijichishin @B52Guam #石破茂
｢ちょっとどうなんだろう｣
麻生氏の｢単一民族｣発言を批判　ネット｢本人に言えば良いのに｣｢また背中から撃ってんのか｣https://t.co/1K4hILtbf6 @seijichishinより
民主党批判は許さない。｢民主党政権を馬鹿にする安倍政権は一体何様のつもりか」
https://t.co/ucRAvn74c4"
Osam_U,2020-01-16T02:12:26Z,"@vG2AZlCr4F3hx6Y @ytmens #石破茂｢ちょっとどうなんだろう｣
麻生氏の｢一つの民族｣発言を批判　
ネット｢で？お前はどうなんだよｗまさかアイヌが先住民族だと信じてるんじゃないだろうな｣https://t.co/fOLKLxvLHB
民主党批判は許さない。｢民主党政権を馬鹿にする安倍政権は一体何様のつもりか｣https://t.co/ucRAvn74c4"
shibukikun,2020-01-16T02:12:17Z,@Sankei_news 旧民主って、自民党内部でも役に立たない人達が勝手に分離･独立しただけだから、国民や税金に対する考え方は一緒。立憲・国民ではなく、自民党枝野派・玉木派と考えるべきなのに、アベはウソつき、枝野は期待というリベラル派(自称)の底の浅さよ。
abeshi_hidebuuu,2020-01-16T02:12:15Z,これの類似案件が、安倍を貶める為なら北朝鮮の発言すら是とするところだね。 https://t.co/s82UoKSjBw
abeshi_hidebuuu,2020-01-15T14:47:57Z,"@sharenewsjapan1 このJKの言ってる事は正しい。
無能や外患を呼び込む旧民主系に政治は任せられぬ。
しかし暴政をやらかす「内憂」安倍とて同じ。
故に内には民主主義を重んじ、外には主権と国益を訴え続ける政治家を引き当てるまでは、選んで試しては引き摺り下ろす事を繰り返さないといけない。"
sixpistols2,2020-01-15T22:40:50Z,"白々しい！！

#自民党は日本の恥
#自民党に投票してはいけません

安倍首相、再発防止を指示＝「桜」名簿の法令違反   https://t.co/vUekWTRafi"
sixpistols2,2020-01-15T11:49:18Z,"その「国民の利益」に繋がるっていう官邸のロジックをきちんと説明しないから、皆んな安倍政権を信用しないんだよ💢

#自民党支持って恥ずかしい
#次期選挙の参考に

自衛隊の中東派遣は国民の利益、河野防衛相が決定の正当性説明   https://t.co/jBl9lfddlt"
sixpistols2,2020-01-16T02:12:11Z,"#自民党に投票してはいけません

安倍首相「躊躇はない」が発端 通常国会“冒頭解散説”が再浮上   https://t.co/9pNzpZ5I4a"
Mogatsuba,2020-01-16T02:12:04Z,"@umbrella_green_ そ、そんな…
アベめ…"
metoroidozuki,2020-01-16T02:12:03Z,"ゴーンに惨敗した日本、森法相の大失言が世界に印象付けた「自白強要文化」 | 情報戦の裏側 | ダイヤモンド・オンライン https://t.co/166JfXY2UU

日本人はこういう人種だと触れこむせいで同族嫌悪で安倍憎しな人らにはうってつけだろうけど、実際のところなにが言いたいのかよく分からん"
kaikai0011,2020-01-16T02:12:01Z,5月のロシア戦勝記念日 安倍首相は訪露で北方領土問題に道筋を | 子年に聞く | 鈴木宗男。(；´Д｀A ｀｀｀
banzaitarou1,2020-01-16T02:11:59Z,立憲民主議員の国会質問「プリキュア映画見た！子供たちが怪物ウソバーッカになる！安倍政権のせいだ！」 https://t.co/RfxWWeO0EW
banzaitarou1,2020-01-15T12:11:59Z,立憲民主議員の国会質問「プリキュア映画見た！子供たちが怪物ウソバーッカになる！安倍政権のせいだ！」 https://t.co/RfxWWeO0EW
REGEND_TS,2020-01-16T02:11:53Z,"@RyuichiShigaki 皆さんおはようございます🤗
尖閣諸島は誰が何と言おうが日本🇯🇵固有の領土です
毎日侵入して来る中国共産党を国賓で呼ぶとはもってのほか🤬
チベット、内モンゴル、ウイグル人はどう思う？
国家ぐるみで臓器売買してる国ですよ🤬安倍総理も知ってますよね
#習近平国賓来日反対 
🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈"
Roy1358,2020-01-16T02:11:37Z,安倍晋三が日本の農薬規制を緩和しまくってきたおかげで、日本産の農作物は東京オリンピック2020の選手村から使い物にならないと締め出されていますよね。その辺NHKにはしっかり報道してもらいたいものです。 #nhk_suppin
Fatego16,2020-01-16T02:11:32Z,@pheasant_MT そうですね。ああいったところが信頼できないんですよね安倍さん。
shibayama_t,2020-01-16T02:11:08Z,"フランスのマクロン大統領は新年の念頭記者会見で、日本でもゴーン氏の取り調べの基本的人権は、フランス人としてもっと守られるべきだったと述べた。

マクロン大統領は安倍首相に改善要請を「何度も」要請したというが。
：時事ドットコム https://t.co/N5DOACWHrP @jijicomから"
rocchi_tw,2020-01-16T02:11:02Z,仏大統領がゴーン被告を巡り安倍首相に改善要請「何度も伝えていた」。マクロン仏大統領は15日、ゴーン被告の事件を巡る日本の司法について語った。日本の取り調べの状況に満足いかないと何度も安倍首相に伝えていた。容疑者や被告としての権利保護の観点から、改善を要請と明か・・マジですか！
Gordensterking,2020-01-16T00:32:06Z,昨日もツイートしたが「総理は安倍しかいない」この考えが大間違いだ！「最も総理にしてはいけないのが安倍」「最も総理に相応しくないのが安倍」ということを、分かって無いアホが多過ぎる！それに、いつまでも「総理は安倍しかいない」こんなことばかり言ってて、日本の将来どうするんだ！
Gordensterking,2020-01-16T00:35:22Z,頼りにならない安倍に、いつまでも頼っていてどうする！安倍も、いつかは必ず居なくなるぞ！その時になって「リーダー不在」「総理不在」にするつもりか！次のリーダーを、全く育成しようとしない安倍や自民、そしていつまでも「安倍しかいない」などと言ってる奴らも悪いし、それに次のリーダー候補の
Gordensterking,2020-01-16T00:38:42Z,「これから何十年先も、ずっと安倍政権が続く」と思ったら大間違いだ！
Gordensterking,2020-01-16T00:37:36Z,奴らがパッとせず「地味」「頼りない」という印象を与えてしまってるのも悪い！しかし、当然だが安倍政権が永久に続くということは100%有り得ない！嫌でも(俺や反安倍にとっては嬉しいが)総理交代の時が必ず来る！「いつまでも安倍に頼れる」と思ったら大間違いだし、
Gordensterking,2020-01-16T02:10:51Z,これも前に書いてツイートしたが「総理は安倍しかいない」などと言ってるから、政治がどんどん悪くなるんだ!　安倍政権が続いたら「現状維持」では済まないんだ!　去年からの政治状況を見ただけでも分かるだろ! アホどもはまだ分からないのか!
ANECDOTE_Prdct,2020-01-16T02:10:43Z,"桜を見る会の名簿破棄について。

民主党政権は悪夢であった。
↓
安倍政権は民主党政権の前例を踏襲した。
↓
悪夢であった政権を踏襲した安倍政権も悪夢である。

@AbeShinzo 

ＱＥＤ"
yasuakiadachi,2020-01-16T02:08:37Z,"安倍首相を告発「桜を見る会」疑惑 捜査開始で官邸窮地か https://t.co/38lQcDh3VB #日刊ゲンダイDIGITAL
神戸学院大教授の上脇博之氏（憲法学）らが１４日、「桜を見る会」をめぐり国に財産上の損害を与えたとして、背任容疑で安倍首相に対する告発状を東京地検に提出した"
yasuakiadachi,2020-01-16T02:10:41Z,"安倍首相「躊躇ない」が発端 通常国会“冒頭解散説”再浮上 https://t.co/R4NLVaAnHJ #日刊ゲンダイDIGITAL
下落が止まらなかった支持率が回復基調にあるからでしょう。共同通信の世論調査では６ポイントも上がった"
ruito7s,2020-01-16T02:10:31Z,@kikko_no_blog 安倍のせいですか？
Goddog89818196,2020-01-16T02:10:09Z,ひとりごと「安倍政権退陣デモに対する女子高生の反応」 https://t.co/UIg237e2KX @YouTubeさんから
konata_takana,2020-01-15T16:28:53Z,"@nippon_ukuraina いやー、安倍政権内にも
日韓議連とか大阪自民とか二階派とか
アレな方々が多々いるので…

野党がクズ過ぎることは
ちょっと歓迎しかねますかね…
それだけ侵略の隙、税金の無駄が増える"
konata_takana,2020-01-16T02:10:03Z,"中国の理不尽へは
安倍さんや河野さんが言及してくれてる。
まだ陛下を侮辱したり約束を反故にしまくった韓国ほど
中国は直接的な隙を見せてもいない。
どこまで礼を尽くすかは検討の余地がある。

段々と、国益より理屈より
個人感情優先となっているように見えます。
https://t.co/QgMPryFoAT"
