"Data Source","World Development Indicators",

"Last Updated Date","2017-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2516.01837347929","2586.29020044952","2655.23961343421","2792.58376379645","2895.66584312138","3025.67461293689","3195.33456224524","3356.22552772067","3421.29942953734","3555.77424516567","3785.43243796401","3963.05309323481","4141.78289280978","4415.08230915406","4841.30595011525","5300.37625048924","5898.51936285476","6512.31510306618","7004.709798183","7208.71845739561","7764.4030260889","8366.64511550657","8829.89313390119","9306.68620337676","9771.27408251686","10136.5941015962","10579.8289489208","",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1290.78410483787","1320.71907872371","1335.3033436725","1354.08216142412","1373.96980398033","1415.26719139253","1474.82159670807","1510.00719509418","1539.2794232038","1575.74033039903","1639.83183136709","1706.2264653411","1750.61724857291","1843.86846552796","2054.58543265851","2198.96684131225","2364.53459933976","2528.86836814666","2647.57797797876","2735.71702171148","2862.50448442754","2980.39331239774","3107.78030712845","3263.6098344484","3433.26984244945","3538.45717563207","3631.85299931785","",
"IDA blend","IDB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1933.98933638418","1982.92727061893","2017.8907928578","2040.04300225715","2076.57527056146","2120.80006018239","2207.59702343918","2234.25813722563","2265.4175735707","2299.69669392392","2390.44570781023","2464.89811849956","2520.86292223969","2662.71635683297","3100.39223073215","3299.70682908323","3550.36074264052","3774.3403905605","3904.81851812772","4030.7076568347","4196.82565337159","4370.81297943479","4541.25342245003","4745.65242542722","4991.12262242788","5140.67414088945","5211.12748949701","",
"Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2989.53414981725","3245.68391399726","3476.05474709317","3728.13279137957","4029.83091944469","4383.94503015808","4741.78853951455","4977.12822058406","4309.3359258889","4348.65620469532","4601.84933704018","4810.75564494876","5033.94912818407","5305.68332867568","5647.24128000738","6076.5778876451","6517.94909334168","7019.74892975578","7486.01947001862","7787.12362408401","8262.89926894218","8837.82012171405","9421.58695312812","9979.5172919759","10537.2125334746","11061.622853301","11631.563696083","",
"IDA only","IDX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","952.405373446119","972.455033249459","976.127806265308","994.392481157099","1006.17350070494","1047.90626274531","1094.23680883333","1135.89696581929","1165.45728876927","1204.91015083911","1256.42489475689","1321.04645511472","1361.23245839369","1430.81161411783","1522.46410634212","1640.750487064","1763.95105306583","1899.49371738242","2014.28206065148","2083.34980802407","2189.98331268669","2278.36540824971","2383.78353679329","2514.96345532859","2645.43479386316","2727.52253373348","2834.61789145509","",
"Isle of Man","IMN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1134.22227443456","1160.45981333859","1227.1577390279","1290.35379186814","1378.49590316252","1485.0294396214","1595.71232202308","1657.40883617006","1746.49487541845","1895.44083121061","1977.64502308154","2083.82455006525","2159.35975981575","2336.47308130784","2549.26588890688","2830.40507390613","3138.63381586742","3484.88468152626","3637.64302866944","3920.00613882211","4315.59602443741","4635.879136587","4916.4857900019","5250.51236297428","5677.70294431951","6139.19396900499","6583.37204969932","",
"Not classified","INX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13737.3910431846","14385.5902321291","15102.0465285597","15798.5157581015","16996.2841744548","18925.1463533225","20480.2060343267","22609.7817549388","25033.9950474737","26995.2230838436","30154.8047018634","32620.255779755","35210.8572374846","36235.7377682997","38696.4782956083","40438.104046246","44230.8201056649","46741.3097430255","44280.6906106198","41663.3630671056","43340.1579000254","45179.8308081804","46501.9924071522","48333.9078296606","51631.2629634899","69627.5409304109","71404.7092527106","",
"Iran, Islamic Rep.","IRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7119.28318042533","8125.57468365354","8454.45996331983","8422.68399709612","8351.9384447257","8608.26267462971","9169.56013238019","9282.49774940173","9400.02261736515","9561.13913726878","10182.9816653419","10510.8820197398","11383.9498849183","12462.0228809129","13205.6232737612","13904.5951392983","14878.0425992548","16335.4977518078","16511.0329816888","16611.9980174548","17579.8739367271","18192.1055960587","16932.1772128246","16954.5131551471","17827.8828648089","17605.3339694832","19987.5469366689","",
"Iraq","IRQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7446.87513440764","2693.44495527217","3550.70054001014","4598.3252453986","4731.52951711398","4783.44188405222","5242.18958686786","6264.92306078468","8278.30186317359","9585.61595926226","9651.69007613727","9813.44306364946","9020.76949025715","5989.83682269557","9239.30970575715","9701.23805638091","10740.8354073209","10905.9119585247","11736.7381584753","11905.1964098877","12460.3379670716","13261.6014514347","14895.3919814721","15603.907246608","15481.380285515","15928.102262656","17382.6167267005","",
"Iceland","ISL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22129.1680202186","22551.7005504691","22009.2429063505","22597.9081239476","23705.3240582035","24096.8802533727","24998.1322277405","26945.3640549934","28572.1655171369","29390.7603518951","29497.9112302704","31617.9989621517","32191.5695993359","32303.1657839685","35294.705826609","36964.5276789925","38722.9985755762","40723.4441260981","42677.5353567846","41063.7324019156","38410.6693030689","39465.8459368268","40486.9378230378","42631.075490713","44290.4645989139","47690.3815762723","51398.9265058342","",
"Israel","ISR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15052.974669417","15777.2718994668","16798.422342915","17436.4120860639","18641.2228490459","19752.3544729821","20764.3912562137","21432.4857102205","22058.8978757735","22600.0550768224","24931.1110598066","24939.9473953997","25213.5390548009","23809.633937074","25227.8157037955","24819.9540981585","25684.2812899246","27491.9679697182","27399.4476428399","27492.3486570148","28838.1752633985","30558.3912790325","31708.0871068513","34128.9564769879","34889.4496946073","36506.7250328042","37782.5690849289","",
"Italy","ITA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18546.2273257398","19444.8891590387","20040.4607069875","20329.8572787466","21204.7830871542","22271.6176710164","22969.2844693942","23802.3653980064","24921.5515898426","25531.6247555125","27006.3971127529","27996.73147088","28641.5581477929","29079.5511651023","29468.1592841644","30051.7732668053","32350.5771034927","33983.1526490647","35402.9168527156","34549.276477228","35075.7527751846","36347.3424784176","36237.1104277204","36131.1321123599","36294.0725045516","37407.1635652094","38345.1410960633","",
"Jamaica","JAM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4709.01916767434","5060.58112807818","5230.76583823499","5804.38648114286","5951.88350800182","6159.02651555316","6204.29567387305","6178.62305600304","6042.54551193114","6143.96530598175","6286.54152656395","6467.24084525852","6651.86609139786","6989.00194385941","7232.86606927926","7488.69679806739","7897.64095432481","8178.92083434298","8228.21933399213","7891.6927340814","7834.27097755","8099.15557308659","8163.70283221626","8305.30412523886","8481.14709728682","8637.09157162323","8838.43659929952","",
"Jordan","JOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4061.07570136721","4053.24915435709","4653.17608774116","4721.280409866","4824.36766745936","5027.30029504284","5066.95989057005","5196.4681188784","5305.12629500575","5473.34185777264","5734.63912199427","6066.9310912924","6400.53921310897","6662.1121620235","7245.3862764916","7835.08840019565","8405.60116964429","8944.4889271251","9332.54246167348","9436.67702231979","9281.1472117003","9214.20662405696","9129.38977869367","9062.04051892212","9082.57444405048","9059.37081223642","9065.33372428986","",
"Japan","JPN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19454.4241242975","20705.8633204287","21298.3808887469","21788.5806148793","22368.1014541422","23416.551783208","24535.9317827468","25141.5493616707","25061.7776580126","25325.7072638772","26795.2074273936","27476.9155348091","28160.1076146939","28867.9227828305","30382.7891735574","31663.4530989772","33057.5896106881","34529.1333648016","34798.7658977271","33099.2703565228","34996.3244625316","35774.6967129559","37191.3859456258","38974.0794886127","39386.9088185205","40686.0243855948","41476.36029782","",
"Kazakhstan","KAZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8434.96062743561","7708.65790068071","7471.68854380832","6991.9317179554","6332.20520461444","6039.103009699","6274.41038099963","6593.646279638","6652.40683869269","7002.96092390622","7887.89298389755","9172.36917771712","10225.4459030199","11360.9933343624","12705.4338539843","14259.0186988815","16098.5109088513","17793.1478794981","18513.9254122489","18387.201905743","19690.3849700739","21277.7063708818","22392.2036717401","23773.8193302949","24845.4541371741","25096.6776050711","25331.2853026341","",
"Kenya","KEN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1538.53748783542","1560.78733658156","1533.84738875534","1527.5382711562","1553.2110027528","1607.16451931797","1655.84935255793","1645.05963614204","1670.56338309975","1688.13094168816","1689.95146779899","1745.45884698537","1734.0611048995","1771.60072001333","1861.73253133778","1980.18918024582","2114.25974343736","2256.26788990429","2243.28839447267","2271.88701201132","2425.76061730584","2556.87091600941","2650.44332808263","2776.5265665772","2900.02715623714","3025.43813570966","3161.23941527031","",
"Kyrgyz Republic","KGZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2245.79271450972","2103.67242433917","1831.53856015759","1584.77917146722","1293.88435309326","1236.81991154537","1328.80704701722","1464.04839010913","1488.33130299786","1543.2454791398","1644.31197512554","1754.55434080131","1764.90516073861","1906.55626097525","2071.41749206374","2110.37793567517","2218.72793379545","2448.89919937998","2681.1221868103","2746.10265504845","2733.72933718566","2920.6032099095","2922.70287320038","3229.34934856528","3351.52867057666","3454.30123199724","3557.11528946361","",
"Cambodia","KHM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","709.833758827997","764.292519327575","804.139727568835","837.454625829979","874.519988033029","904.130153462421","1002.57913738408","1090.63221034867","1182.05187678882","1255.64420455112","1366.00418525261","1523.77547626251","1753.44198313158","1971.62732569284","2197.82997810164","2355.79030530531","2340.38172140597","2471.89147442893","2658.70924674351","2858.71357016752","3069.58845962627","3291.14499739667","3511.22152298888","3744.21933304766","",
"Kiribati","KIR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1267.53711429538","1286.8381253565","1308.73475287216","1334.56729821282","1369.25277914698","1378.76707146156","1406.43626560961","1431.18748674032","1515.76411163523","1489.42216915616","1590.90878692919","1576.12179550775","1632.68964597915","1669.00013868252","1656.26479805775","1759.55825960783","1748.30139267761","1795.29113079429","1757.8325841248","1738.72551643381","1696.51197430927","1706.4809532381","1794.51840799453","1894.77907423045","1912.04917329598","2098.97636456072","2112.63061657686","",
"St. Kitts and Nevis","KNA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9259.51272745352","9321.30695015509","9857.93182380835","10674.3261177404","11337.9155310016","12092.4148692521","12893.0517259628","13866.8587395","13775.8280801652","14297.0177166811","15989.9105882312","17016.8463107702","17476.8362731602","16939.3939597845","17782.946412499","19702.2897942405","20423.9071414579","20689.5314917916","22178.1062508153","21435.7187547979","20979.0619772943","21689.3038856002","21711.9462430827","23180.1055466196","24736.90793548","25787.5897887905","26434.0060087101","",
"Korea, Rep.","KOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8276.03495903337","9343.97781326852","10042.2707716054","10874.1058308681","12006.4972229534","13295.5196938127","14428.2725226654","15399.2265891606","14608.8405971189","16392.8086272699","18083.0841020476","19184.3860950104","20775.1051401435","21374.4967775973","22947.2231626824","24196.4238503746","25827.7945958377","27822.8601375008","28655.9835241828","28320.3191206544","30376.8718192526","31228.5106952266","32097.164002476","32615.7725895835","33631.5489075505","34421.5795518247","35750.7699774741","",
"Kuwait","KWT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59069.6459477794","59729.894444277","59221.5784803138","57966.2322910105","54235.247198719","55420.7226520071","55510.3557520651","57119.7458549819","67552.4274127553","75528.223525721","83224.5748785044","88328.0160671089","91268.6072278965","90011.7821675039","79296.8647413636","73682.8683779231","77459.5383056761","79047.7638712039","76667.7063327708","74613.9538546874","73059.5624424855","74408.1703395403","",
"Latin America & Caribbean (excluding high income)","LAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5741.58813738803","6061.4410847689","6275.62568054634","6894.08364328853","7245.38577031392","7274.57021866946","7506.10637891586","7902.73254874686","8024.84133583229","8061.09064070065","8426.24554753362","8527.72721874418","8555.34366368715","8766.33187299945","9441.64362195209","10122.7977108993","10925.5956687515","11733.1363949235","12360.0322415005","12159.5128834128","12896.0387386579","13704.6399393936","14154.5015433843","14618.0134267883","14922.1605082363","14859.912974448","14888.8296148236","",
"Lao PDR","LAO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1042.39157624493","1092.17824056991","1147.15464819949","1211.3558006054","1305.01917339931","1393.12978121021","1484.63715545126","1582.11392549563","1632.3139718343","1747.66771664226","1859.85217463006","1979.96420926879","2097.31167326803","2235.41424118377","2406.27565395408","2618.89005112491","2884.22889178409","3132.15137716817","3385.22374107843","3607.30132028385","3902.92135634081","4244.45919119085","4610.1278975039","4998.72099531477","5407.38855654034","5797.81571044773","6196.40147546162","",
"Lebanon","LBN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5078.70675803155","7122.14601887753","7425.08232995366","7912.22608414797","8510.83072012736","9076.83504503162","9598.41265435076","9472.47282393121","9851.48966526529","9822.25975257832","9933.07926088133","10161.7314734256","10176.4546082687","10196.8175021677","10632.0381598468","10924.5106765587","11236.7080327652","12524.4137297235","14023.2644927262","15282.3782566634","16118.9632902425","15693.6872834493","15334.6500049775","14902.7634765885","14569.9133532413","14246.4333089536","14336.5292862237","",
"Liberia","LBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","565.66394280563","510.341986789101","345.125001211151","239.484028836302","190.152757376529","180.40616656425","194.902923843542","379.920593388974","462.304280649818","533.092248373083","664.776666662298","674.830124467232","694.321016095145","486.215654457056","502.964093623427","532.354094650516","572.716298477727","618.886198751948","648.426740990715","661.168863861907","685.500686062562","734.326273753035","786.12432159374","847.132029756163","847.688594162515","837.804802087877","814.251620712485","",
"Libya","LBY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16639.658667269","17375.6464817473","17186.1638801294","17010.8135834125","19299.5164570104","20392.4761541712","23189.8272406517","25071.9443419028","26966.4962002544","27843.1256449368","27523.8174566752","29030.8433822135","11192.7906388431","","","","","","",
"St. Lucia","LCA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6183.35456181402","6323.09171160841","6899.63529973605","7004.72995150576","7183.68897413061","7366.82806655562","7617.14260412791","7577.19036532441","8036.02054811098","8269.6902401596","8344.13326499393","8132.97182210123","8216.24250609741","8708.20903503302","9556.17224466645","9727.70340739874","10602.0347774882","10975.9445719264","11637.2080223228","11509.2963230587","11559.7598153608","12112.4001267958","12183.7901244706","12343.1445948628","12397.1072407157","12754.4870358124","12977.8708194394","",
"Latin America & Caribbean","LCN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5824.6840242031","6150.21077659652","6385.70279602352","6999.92571100101","7362.07483751303","7423.21240980513","7676.16105168817","8086.53304524882","8230.0527954951","8270.74342483155","8644.85750627143","8775.69053827307","8815.20451728087","9043.53818398334","9736.25193037777","10435.7747717618","11304.5267707934","12121.7630965805","12717.3964826216","12514.8756087516","13286.0186353865","14120.8327355992","14589.9943465044","15071.3768408822","15388.9743785672","15346.9426873174","15390.1754150661","",
"Least developed countries: UN classification","LDC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","849.605252468783","868.831514982307","874.640920422675","878.183550396272","895.485972650916","937.236493973586","982.833061733218","1022.57822593666","1050.4605202632","1087.60257335654","1136.49046088206","1196.21893470463","1227.80975821161","1291.46697210746","1379.71015865781","1502.05925346603","1631.7561137457","1780.58718084382","1900.35808436589","1968.6907883463","2067.84815003427","2143.62295572687","2233.09059250132","2351.43910539362","2469.90522668876","2537.159412081","2622.25252736951","",
"Low income","LIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","742.549858968295","750.349848384232","722.908713540049","724.865520131042","733.160049910625","756.160673894617","794.753302372506","815.577526755104","826.90406823334","845.623211468081","861.377151900375","899.280476549446","906.854285329546","929.464247194334","982.406253431427","1048.04452723485","1106.20481412541","1178.67646386305","1232.10365733945","1275.51317272541","1338.68975630634","1408.21322194139","1452.72065018396","1521.97954803515","1599.72395551053","1652.5752482051","1700.92954528873","",
"Liechtenstein","LIE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2369.18570799747","2526.91844409006","2664.67319717635","2882.75284634779","3077.0322508193","3284.27468658993","3445.38533352332","3705.82500174917","3900.33534534365","4106.4777656775","4422.56485549837","4419.80339243035","4630.59243041999","4965.72753769942","5339.52124833634","5811.50585204385","6400.81675786224","6964.98631850288","7467.59188155529","7731.66869524358","8389.99039305163","9213.32094321278","10163.8587053829","10595.7129134302","11219.0752513953","11802.2316711951","12336.8436610513","",
"Lower middle income","LMC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1801.31576804833","1845.23963624485","1898.15723133569","1945.35380228566","2013.25821130325","2117.7623121032","2241.15489069842","2325.14163032137","2328.52483117998","2434.6936711765","2555.52937586302","2679.94591724751","2776.99803280738","2961.24512925354","3234.60556569467","3512.48118862154","3834.05569370334","4181.1454991332","4399.3516819558","4589.79588759619","4914.33789270543","5204.13224888271","5486.33762716306","5797.26972599229","6150.4030240732","6485.95218152942","6824.3282100212","",
"Low & middle income","LMY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2464.24742813774","2536.38715446792","2601.59077142737","2735.84712724848","2834.40083764716","2958.37011653488","3122.76879687145","3277.95104836046","3338.56452553624","3470.75620523048","3697.20326798002","3872.49546746715","4048.13941382407","4319.15594385895","4738.21829925983","5194.26360225299","5779.87752180985","6383.90407131244","6871.60559281539","7072.75825342299","7615.44934418634","8205.73974142166","8663.96595817925","9137.10310449291","9599.04266869406","9960.5124059583","10401.5532052258","",
"Lesotho","LSO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","891.55173147675","966.970183115391","1037.12439316219","1077.58093901618","1144.84780495833","1187.24194958191","1258.06976697464","1310.00299557656","1329.27694240668","1341.95290369943","1411.81686262161","1481.73698838642","1502.34357368041","1588.98558196751","1646.88841458492","1744.53157684739","1858.82186022252","1983.7404819514","2139.92518253163","2181.59696584077","2317.82892840665","2500.0148712682","2665.51414915479","2722.74290532759","2820.1493618508","2889.40954665047","2956.75083250316","",
"Late-demographic dividend","LTE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2857.14579453647","2952.68160084648","3016.54355815766","3190.26518391369","3373.15137782712","3602.21604388185","3820.43112800628","4049.33156190752","4158.4894094934","4368.86360801003","4746.4294740637","5073.30201527367","5440.90405145655","5920.88167388283","6535.88107662521","7245.71004864952","8249.75176119426","9281.89659175084","10220.1438789499","10618.8119417312","11560.5519292674","12717.5759750719","13625.2339990241","14487.7290120608","15290.7565696133","15938.3410941936","16654.9382671647","",
"Lithuania","LTU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5920.14400950542","6379.71686840362","7064.98197568452","7755.08206852053","7821.67244603375","8451.10730934255","9473.32506807863","10494.4061582077","12066.9819370191","13040.6647197234","14526.1042116913","16494.0114491159","19088.0612593742","20744.0782922464","18164.3962909244","20129.6880341734","22854.2100696861","24657.8789795793","26717.0750117896","28179.2347131502","28936.2736340633","29966.1270713204","",
"Luxembourg","LUX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30955.1837070364","34287.9749958132","35236.5546440992","37089.0745332279","38793.737696378","39609.6994567997","41345.8498929924","42816.2464618626","44351.3688824877","50627.9277628705","55306.3073546716","56023.1653238011","58771.5092731796","60035.7554726718","64096.8644822617","68220.0644818574","77996.2427754266","83948.7865478229","86693.8951220862","82362.3094532056","85779.0824032048","92005.0168361444","91622.1774169388","95590.5386984251","101876.730016616","103732.639290502","103556.591155573","",
"Latvia","LVA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5504.7058337027","5796.77474567493","6479.99655034441","7069.4688986116","7405.28693230279","8013.11294041848","9055.88870397739","10070.0572623396","11025.9588560255","12223.0212135499","13847.596666388","15761.5996079223","18122.1739997618","19432.2592010256","16889.0365102636","17592.6279271219","19773.2435328823","21252.7178977079","22741.6669490319","23958.6059016814","24903.9830818359","25932.5392275989","",
"Macao SAR, China","MAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26089.6727833266","27168.1608440607","30727.7071238663","32385.5083738613","33786.6591943145","34914.4787646903","34694.1565035216","34488.4147452982","32597.5523915815","31639.0699286584","33469.066891121","34408.4687434223","37145.3943818713","41266.7980673342","52457.3733367155","57162.6442207018","65307.1644637116","75131.9383483331","77584.5713320501","77553.3531628534","96198.2410025704","116752.211556318","126863.410010361","140037.115597332","137736.94981459","107245.639438688","104343.656456228","",
"St. Martin (French part)","MAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2528.458556106","2750.20646094308","2705.00321037389","2701.76704556605","3001.80680062736","2854.58809991385","3219.94232224114","3181.02322593354","3404.73100952577","3451.40701759606","3553.99424705968","3854.18425865923","3987.26646627604","4257.96349330196","4530.82369011594","4773.98407063372","5232.0091180627","5496.64313180117","5866.56421559029","6086.34016351293","6312.91542734005","6688.40260633548","6916.43502419801","7239.87310626714","7448.26619916592","7757.2531782284","7837.90443755528","",
"Monaco","MCO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1899.62223321731","1824.26976492668","1893.04178741378","1789.11831787024","1758.07167513671","1839.71273635749","2000.88740342637","2195.146220265","2393.41755805265","2647.75664401882","2945.08015055072","3190.12157328993","3381.09861708903","3723.40221332882","3531.03297646538","3831.74918707843","4179.21480881512","4226.95919772373","4700.2344391","5017.0936356271","5064.49533337451","5342.57037011136","",
"Madagascar","MDG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1068.49121933808","1004.5845418179","1009.37130274724","1023.91193715882","1013.67777191013","1020.60308281769","1028.94059580835","1051.53493889379","1070.35923117908","1102.11518339201","1144.57885342718","1203.39706597453","1034.92462500416","1124.37350721657","1180.24260661113","1237.201111813","1300.70412127509","1378.2641896224","1463.09481203637","1375.63842660585","1357.65456267808","1367.54308214295","1396.20388453189","1411.91802911201","1445.28119508177","1469.34443346873","1509.1624467834","",
"Maldives","MDV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3028.96481204497","3186.75629383885","8865.26879919871","9410.99813672791","8201.88585591169","10277.1102234288","10843.4717704506","11670.1878622892","10969.3935724991","11682.8752202252","12602.2032195536","12884.0307675746","13759.4443784006","14732.4584728885","14952.5156701815","15755.8550009295","",
"Middle East & North Africa","MEA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7656.87767642848","7964.63830684115","8386.12820943321","8560.84702485186","8736.87092119818","8919.5798424014","9339.09766933126","9630.28686987286","9997.67770663443","10179.8146548356","10778.6980257061","11007.711578493","11194.5860433202","11741.0806777808","12783.7415291008","13540.4008954367","14445.2729777963","15273.9909155674","15907.9506371989","15826.2305900535","16478.0711753113","16978.760326111","17359.4259387711","17804.9956207877","18344.2712481398","18693.3046499154","19574.3050918876","",
